,Pos,Age,Starts,Player,urls,scouting_url,match_logs,position_group
20,"MF,FW",19.0,1,Matheus Franca,https://fbref.com/en/players/077faf72/Matheus-Franca,https://fbref.com/en/players/077faf72/scout/365_m1/Matheus-Franca-Scouting-Report,https://fbref.com/en/players/077faf72/matchlogs/2022-2023/summary/Matheus-Franca-Match-Logs,Attacking Midfielders
21,"MF,FW",21.0,0,Naouirou Ahamada,https://fbref.com/en/players/a6c58494/Naouirou-Ahamada,https://fbref.com/en/players/a6c58494/scout/365_m1/Naouirou-Ahamada-Scouting-Report,https://fbref.com/en/players/a6c58494/matchlogs/2022-2023/summary/Naouirou-Ahamada-Match-Logs,Attacking Midfielders
22,"MF,DF",18.0,0,David Ozoh,https://fbref.com/en/players/d00d45ab/David-Ozoh,https://fbref.com/en/players/d00d45ab/scout/365_m1/David-Ozoh-Scouting-Report,https://fbref.com/en/players/d00d45ab/matchlogs/2022-2023/summary/David-Ozoh-Match-Logs,Defensive-Midfielders
23,"MF,FW",20.0,0,Jesurun Rak Sakyi,https://fbref.com/en/players/45685411/Jesurun-Rak-Sakyi,https://fbref.com/en/players/45685411/scout/365_m1/Jesurun-Rak-Sakyi-Scouting-Report,https://fbref.com/en/players/45685411/matchlogs/2022-2023/summary/Jesurun-Rak-Sakyi-Match-Logs,Attacking Midfielders
24,DF,34.0,0,James Tomkins,https://fbref.com/en/players/e7ca0439/James-Tomkins,https://fbref.com/en/players/e7ca0439/scout/365_m1/James-Tomkins-Scouting-Report,https://fbref.com/en/players/e7ca0439/matchlogs/2022-2023/summary/James-Tomkins-Match-Logs,Defender
25,GK,29.0,0,Remi Matthews,https://fbref.com/en/players/27f4f772/Remi-Matthews,https://fbref.com/en/players/27f4f772/scout/365_m1/Remi-Matthews-Scouting-Report,https://fbref.com/en/players/27f4f772/matchlogs/2022-2023/summary/Remi-Matthews-Match-Logs,GK
26,DF,19.0,0,Tayo Adaramola,https://fbref.com/en/players/c150b220/Tayo-Adaramola,https://fbref.com/en/players/c150b220/scout/365_m1/Tayo-Adaramola-Scouting-Report,https://fbref.com/en/players/c150b220/matchlogs/2022-2023/summary/Tayo-Adaramola-Match-Logs,Defender
27,MF,19.0,0,Malcolm Ebiowei,https://fbref.com/en/players/fa9fa773/Malcolm-Ebiowei,https://fbref.com/en/players/fa9fa773/scout/365_m1/Malcolm-Ebiowei-Scouting-Report,https://fbref.com/en/players/fa9fa773/matchlogs/2022-2023/summary/Malcolm-Ebiowei-Match-Logs,Central Midfielders
28,"FW,MF",20.0,0,John Kymani Gordon,https://fbref.com/en/players/d7e24aa1/John-Kymani-Gordon,https://fbref.com/en/players/d7e24aa1/scout/365_m1/John-Kymani-Gordon-Scouting-Report,https://fbref.com/en/players/d7e24aa1/matchlogs/2022-2023/summary/John-Kymani-Gordon-Match-Logs,Attacking Midfielders
29,DF,27.0,0,Rob Holding,https://fbref.com/en/players/d79a8c87/Rob-Holding,https://fbref.com/en/players/d79a8c87/scout/365_m1/Rob-Holding-Scouting-Report,https://fbref.com/en/players/d79a8c87/matchlogs/2022-2023/summary/Rob-Holding-Match-Logs,Defender
30,FW,19.0,0,Roshaun Mathurin,https://fbref.com/en/players/c036048e/Roshaun-Mathurin,https://fbref.com/en/players/c036048e/scout/365_m1/Roshaun-Mathurin-Scouting-Report,https://fbref.com/en/players/c036048e/matchlogs/2022-2023/summary/Roshaun-Mathurin-Match-Logs,Forwards
31,FW,19.0,0,Ademola Ola Adebomi,https://fbref.com/en/players/efacf4fd/Ademola-Ola-Adebomi,https://fbref.com/en/players/efacf4fd/scout/365_m1/Ademola-Ola-Adebomi-Scouting-Report,https://fbref.com/en/players/efacf4fd/matchlogs/2022-2023/summary/Ademola-Ola-Adebomi-Match-Logs,Forwards
32,FW,20.0,0,Luke Plange,https://fbref.com/en/players/2140e999/Luke-Plange,https://fbref.com/en/players/2140e999/scout/365_m1/Luke-Plange-Scouting-Report,https://fbref.com/en/players/2140e999/matchlogs/2022-2023/summary/Luke-Plange-Match-Logs,Forwards
33,MF,19.0,0,Jadan Raymond,https://fbref.com/en/players/9ad8d732/Jadan-Raymond,https://fbref.com/en/players/9ad8d732/scout/365_m1/Jadan-Raymond-Scouting-Report,https://fbref.com/en/players/9ad8d732/matchlogs/2022-2023/summary/Jadan-Raymond-Match-Logs,Central Midfielders
34,DF,18.0,0,Kaden Rodney,https://fbref.com/en/players/49375cdd/Kaden-Rodney,https://fbref.com/en/players/49375cdd/scout/365_m1/Kaden-Rodney-Scouting-Report,https://fbref.com/en/players/49375cdd/matchlogs/2022-2023/summary/Kaden-Rodney-Match-Logs,Defender
35,MF,18.0,0,Franco Umeh Chibueze,https://fbref.com/en/players/8e526344/Franco-Umeh-Chibueze,https://fbref.com/en/players/8e526344/scout/365_m1/Franco-Umeh-Chibueze-Scouting-Report,https://fbref.com/en/players/8e526344/matchlogs/2022-2023/summary/Franco-Umeh-Chibueze-Match-Logs,Central Midfielders
36,GK,19.0,0,Joseph Whitworth,https://fbref.com/en/players/3f847d95/Joseph-Whitworth,https://fbref.com/en/players/3f847d95/scout/365_m1/Joseph-Whitworth-Scouting-Report,https://fbref.com/en/players/3f847d95/matchlogs/2022-2023/summary/Joseph-Whitworth-Match-Logs,GK
0,DF,32.0,36,Virgil van Dijk,https://fbref.com/en/players/e06683ca/Virgil-van-Dijk,https://fbref.com/en/players/e06683ca/scout/365_m1/Virgil-van-Dijk-Scouting-Report,https://fbref.com/en/players/e06683ca/matchlogs/2022-2023/summary/Virgil-van-Dijk-Match-Logs,Defender
1,FW,26.0,32,Luis Diaz,https://fbref.com/en/players/4a1a9578/Luis-Diaz,https://fbref.com/en/players/4a1a9578/scout/365_m1/Luis-Diaz-Scouting-Report,https://fbref.com/en/players/4a1a9578/matchlogs/2022-2023/summary/Luis-Diaz-Match-Logs,Forwards
2,MF,24.0,31,Alexis Mac Allister,https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister,https://fbref.com/en/players/83d074ff/scout/365_m1/Alexis-Mac-Allister-Scouting-Report,https://fbref.com/en/players/83d074ff/matchlogs/2022-2023/summary/Alexis-Mac-Allister-Match-Logs,Central Midfielders
3,FW,31.0,28,Mohamed Salah,https://fbref.com/en/players/e342ad68/Mohamed-Salah,https://fbref.com/en/players/e342ad68/scout/365_m1/Mohamed-Salah-Scouting-Report,https://fbref.com/en/players/e342ad68/matchlogs/2022-2023/summary/Mohamed-Salah-Match-Logs,Forwards
4,GK,30.0,28,Alisson,https://fbref.com/en/players/7a2e46a8/Alisson,https://fbref.com/en/players/7a2e46a8/scout/365_m1/Alisson-Scouting-Report,https://fbref.com/en/players/7a2e46a8/matchlogs/2022-2023/summary/Alisson-Match-Logs,GK
5,DF,24.0,25,Trent Alexander Arnold,https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold,https://fbref.com/en/players/cd1acf9d/scout/365_m1/Trent-Alexander-Arnold-Scouting-Report,https://fbref.com/en/players/cd1acf9d/matchlogs/2022-2023/summary/Trent-Alexander-Arnold-Match-Logs,Defender
6,MF,22.0,25,Dominik Szoboszlai,https://fbref.com/en/players/934e1968/Dominik-Szoboszlai,https://fbref.com/en/players/934e1968/scout/365_m1/Dominik-Szoboszlai-Scouting-Report,https://fbref.com/en/players/934e1968/matchlogs/2022-2023/summary/Dominik-Szoboszlai-Match-Logs,Central Midfielders
7,FW,24.0,22,Darwin Nunez,https://fbref.com/en/players/4d77b365/Darwin-Nunez,https://fbref.com/en/players/4d77b365/scout/365_m1/Darwin-Nunez-Scouting-Report,https://fbref.com/en/players/4d77b365/matchlogs/2022-2023/summary/Darwin-Nunez-Match-Logs,Forwards
8,MF,30.0,20,Wataru Endo,https://fbref.com/en/players/c149016b/Wataru-Endo,https://fbref.com/en/players/c149016b/scout/365_m1/Wataru-Endo-Scouting-Report,https://fbref.com/en/players/c149016b/matchlogs/2022-2023/summary/Wataru-Endo-Match-Logs,Central Midfielders
9,DF,29.0,18,Andrew Robertson,https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,https://fbref.com/en/players/2e4f5f03/scout/365_m1/Andrew-Robertson-Scouting-Report,https://fbref.com/en/players/2e4f5f03/matchlogs/2022-2023/summary/Andrew-Robertson-Match-Logs,Defender
10,DF,26.0,17,Joe Gomez,https://fbref.com/en/players/7a11550b/Joe-Gomez,https://fbref.com/en/players/7a11550b/scout/365_m1/Joe-Gomez-Scouting-Report,https://fbref.com/en/players/7a11550b/matchlogs/2022-2023/summary/Joe-Gomez-Match-Logs,Defender
11,"FW,MF",24.0,17,Cody Gakpo,https://fbref.com/en/players/1971591f/Cody-Gakpo,https://fbref.com/en/players/1971591f/scout/365_m1/Cody-Gakpo-Scouting-Report,https://fbref.com/en/players/1971591f/matchlogs/2022-2023/summary/Cody-Gakpo-Match-Logs,Attacking Midfielders
12,DF,24.0,17,Ibrahima Konate,https://fbref.com/en/players/5ed9b537/Ibrahima-Konate,https://fbref.com/en/players/5ed9b537/scout/365_m1/Ibrahima-Konate-Scouting-Report,https://fbref.com/en/players/5ed9b537/matchlogs/2022-2023/summary/Ibrahima-Konate-Match-Logs,Defender
13,MF,22.0,14,Curtis Jones,https://fbref.com/en/players/4fb9c88f/Curtis-Jones,https://fbref.com/en/players/4fb9c88f/scout/365_m1/Curtis-Jones-Scouting-Report,https://fbref.com/en/players/4fb9c88f/matchlogs/2022-2023/summary/Curtis-Jones-Match-Logs,Central Midfielders
14,FW,26.0,14,Diogo Jota,https://fbref.com/en/players/178ae8f8/Diogo-Jota,https://fbref.com/en/players/178ae8f8/scout/365_m1/Diogo-Jota-Scouting-Report,https://fbref.com/en/players/178ae8f8/matchlogs/2022-2023/summary/Diogo-Jota-Match-Logs,Forwards
15,DF,20.0,13,Jarell Quansah,https://fbref.com/en/players/4125cb98/Jarell-Quansah,https://fbref.com/en/players/4125cb98/scout/365_m1/Jarell-Quansah-Scouting-Report,https://fbref.com/en/players/4125cb98/matchlogs/2022-2023/summary/Jarell-Quansah-Match-Logs,Defender
16,MF,21.0,12,Ryan Gravenberch,https://fbref.com/en/players/b8e740fb/Ryan-Gravenberch,https://fbref.com/en/players/b8e740fb/scout/365_m1/Ryan-Gravenberch-Scouting-Report,https://fbref.com/en/players/b8e740fb/matchlogs/2022-2023/summary/Ryan-Gravenberch-Match-Logs,Central Midfielders
17,"MF,FW",20.0,11,Harvey Elliott,https://fbref.com/en/players/b9e1436c/Harvey-Elliott,https://fbref.com/en/players/b9e1436c/scout/365_m1/Harvey-Elliott-Scouting-Report,https://fbref.com/en/players/b9e1436c/matchlogs/2022-2023/summary/Harvey-Elliott-Match-Logs,Attacking Midfielders
18,GK,24.0,10,Caoimhin Kelleher,https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher,https://fbref.com/en/players/62d7ef38/scout/365_m1/Caoimhin-Kelleher-Scouting-Report,https://fbref.com/en/players/62d7ef38/matchlogs/2022-2023/summary/Caoimhin-Kelleher-Match-Logs,GK
19,DF,20.0,10,Conor Bradley,https://fbref.com/en/players/bbd67769/Conor-Bradley,https://fbref.com/en/players/bbd67769/scout/365_m1/Conor-Bradley-Scouting-Report,https://fbref.com/en/players/bbd67769/matchlogs/2022-2023/summary/Conor-Bradley-Match-Logs,Defender
20,DF,31.0,9,Joel Matip,https://fbref.com/en/players/b217ef29/Joel-Matip,https://fbref.com/en/players/b217ef29/scout/365_m1/Joel-Matip-Scouting-Report,https://fbref.com/en/players/b217ef29/matchlogs/2022-2023/summary/Joel-Matip-Match-Logs,Defender
21,DF,27.0,8,Kostas Tsimikas,https://fbref.com/en/players/f315ca93/Kostas-Tsimikas,https://fbref.com/en/players/f315ca93/scout/365_m1/Kostas-Tsimikas-Scouting-Report,https://fbref.com/en/players/f315ca93/matchlogs/2022-2023/summary/Kostas-Tsimikas-Match-Logs,Defender
22,MF,18.0,1,Bobby Clark,https://fbref.com/en/players/73341ace/Bobby-Clark,https://fbref.com/en/players/73341ace/scout/365_m1/Bobby-Clark-Scouting-Report,https://fbref.com/en/players/73341ace/matchlogs/2022-2023/summary/Bobby-Clark-Match-Logs,Central Midfielders
23,MF,18.0,0,Stefan Bajcetic,https://fbref.com/en/players/32e8417f/Stefan-Bajcetic,https://fbref.com/en/players/32e8417f/scout/365_m1/Stefan-Bajcetic-Scouting-Report,https://fbref.com/en/players/32e8417f/matchlogs/2022-2023/summary/Stefan-Bajcetic-Match-Logs,Central Midfielders
24,FW,17.0,0,Ben Doak,https://fbref.com/en/players/733f1a7d/Ben-Doak,https://fbref.com/en/players/733f1a7d/scout/365_m1/Ben-Doak-Scouting-Report,https://fbref.com/en/players/733f1a7d/matchlogs/2022-2023/summary/Ben-Doak-Match-Logs,Forwards
25,FW,17.0,0,Jayden Danns,https://fbref.com/en/players/003cf4d1/Jayden-Danns,https://fbref.com/en/players/003cf4d1/scout/365_m1/Jayden-Danns-Scouting-Report,https://fbref.com/en/players/003cf4d1/matchlogs/2022-2023/summary/Jayden-Danns-Match-Logs,Forwards
26,DF,20.0,0,Owen Beck,https://fbref.com/en/players/a011a1e9/Owen-Beck,https://fbref.com/en/players/a011a1e9/scout/365_m1/Owen-Beck-Scouting-Report,https://fbref.com/en/players/a011a1e9/matchlogs/2022-2023/summary/Owen-Beck-Match-Logs,Defender
27,MF,32.0,0,Thiago Alcantara,https://fbref.com/en/players/77e84962/Thiago-Alcantara,https://fbref.com/en/players/77e84962/scout/365_m1/Thiago-Alcantara-Scouting-Report,https://fbref.com/en/players/77e84962/matchlogs/2022-2023/summary/Thiago-Alcantara-Match-Logs,Central Midfielders
28,MF,18.0,0,James McConnell,https://fbref.com/en/players/bf973eeb/James-McConnell,https://fbref.com/en/players/bf973eeb/scout/365_m1/James-McConnell-Scouting-Report,https://fbref.com/en/players/bf973eeb/matchlogs/2022-2023/summary/James-McConnell-Match-Logs,Central Midfielders
29,FW,18.0,0,Kaide Gordon,https://fbref.com/en/players/19a9cb70/Kaide-Gordon,https://fbref.com/en/players/19a9cb70/scout/365_m1/Kaide-Gordon-Scouting-Report,https://fbref.com/en/players/19a9cb70/matchlogs/2022-2023/summary/Kaide-Gordon-Match-Logs,Forwards
30,GK,36.0,0,Adrian,https://fbref.com/en/players/f76e6b4e/Adrian,https://fbref.com/en/players/f76e6b4e/scout/365_m1/Adrian-Scouting-Report,https://fbref.com/en/players/f76e6b4e/matchlogs/2022-2023/summary/Adrian-Match-Logs,GK
31,DF,19.0,0,Luke Chambers,https://fbref.com/en/players/7d6af698/Luke-Chambers,https://fbref.com/en/players/7d6af698/scout/365_m1/Luke-Chambers-Scouting-Report,https://fbref.com/en/players/7d6af698/matchlogs/2022-2023/summary/Luke-Chambers-Match-Logs,Defender
32,MF,17.0,0,Lewis Koumas,https://fbref.com/en/players/d77edba6/Lewis-Koumas,https://fbref.com/en/players/d77edba6/scout/365_m1/Lewis-Koumas-Scouting-Report,https://fbref.com/en/players/d77edba6/matchlogs/2022-2023/summary/Lewis-Koumas-Match-Logs,Central Midfielders
33,GK,19.0,0,Fabian Mrozek,https://fbref.com/en/players/927eecf9/Fabian-Mrozek,https://fbref.com/en/players/927eecf9/scout/365_m1/Fabian-Mrozek-Scouting-Report,https://fbref.com/en/players/927eecf9/matchlogs/2022-2023/summary/Fabian-Mrozek-Match-Logs,GK
34,DF,16.0,0,Amara Nallo,https://fbref.com/en/players/398a24f6/Amara-Nallo,https://fbref.com/en/players/398a24f6/scout/365_m1/Amara-Nallo-Scouting-Report,https://fbref.com/en/players/398a24f6/matchlogs/2022-2023/summary/Amara-Nallo-Match-Logs,Defender
35,MF,16.0,0,Trey Nyoni,https://fbref.com/en/players/1d3b3d77/Trey-Nyoni,https://fbref.com/en/players/1d3b3d77/scout/365_m1/Trey-Nyoni-Scouting-Report,https://fbref.com/en/players/1d3b3d77/matchlogs/2022-2023/summary/Trey-Nyoni-Match-Logs,Central Midfielders
36,GK,20.0,0,Marcelo Pitaluga,https://fbref.com/en/players/b3cafda8/Marcelo-Pitaluga,https://fbref.com/en/players/b3cafda8/scout/365_m1/Marcelo-Pitaluga-Scouting-Report,https://fbref.com/en/players/b3cafda8/matchlogs/2022-2023/summary/Marcelo-Pitaluga-Match-Logs,GK
37,MF,18.0,0,Calum Scanlon,https://fbref.com/en/players/37739c71/Calum-Scanlon,https://fbref.com/en/players/37739c71/scout/365_m1/Calum-Scanlon-Scouting-Report,https://fbref.com/en/players/37739c71/matchlogs/2022-2023/summary/Calum-Scanlon-Match-Logs,Central Midfielders
0,GK,26.0,38,Guglielmo Vicario,https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario,https://fbref.com/en/players/77d6fd4d/scout/365_m1/Guglielmo-Vicario-Scouting-Report,https://fbref.com/en/players/77d6fd4d/matchlogs/2022-2023/summary/Guglielmo-Vicario-Match-Logs,GK
1,DF,23.0,35,Pedro Porro,https://fbref.com/en/players/27d0a506/Pedro-Porro,https://fbref.com/en/players/27d0a506/scout/365_m1/Pedro-Porro-Scouting-Report,https://fbref.com/en/players/27d0a506/matchlogs/2022-2023/summary/Pedro-Porro-Match-Logs,Defender
2,FW,31.0,34,Son Heung min,https://fbref.com/en/players/92e7e919/Son-Heung-min,https://fbref.com/en/players/92e7e919/scout/365_m1/Son-Heung-min-Scouting-Report,https://fbref.com/en/players/92e7e919/matchlogs/2022-2023/summary/Son-Heung-min-Match-Logs,Forwards
3,DF,25.0,33,Cristian Romero,https://fbref.com/en/players/a3d94a58/Cristian-Romero,https://fbref.com/en/players/a3d94a58/scout/365_m1/Cristian-Romero-Scouting-Report,https://fbref.com/en/players/a3d94a58/matchlogs/2022-2023/summary/Cristian-Romero-Match-Logs,Defender
4,"FW,MF",23.0,31,Dejan Kulusevski,https://fbref.com/en/players/df3cda47/Dejan-Kulusevski,https://fbref.com/en/players/df3cda47/scout/365_m1/Dejan-Kulusevski-Scouting-Report,https://fbref.com/en/players/df3cda47/matchlogs/2022-2023/summary/Dejan-Kulusevski-Match-Logs,Attacking Midfielders
5,DF,20.0,28,Destiny Udogie,https://fbref.com/en/players/7cd520e8/Destiny-Udogie,https://fbref.com/en/players/7cd520e8/scout/365_m1/Destiny-Udogie-Scouting-Report,https://fbref.com/en/players/7cd520e8/matchlogs/2022-2023/summary/Destiny-Udogie-Match-Logs,Defender
6,DF,22.0,27,Micky van de Ven,https://fbref.com/en/players/8fe2a392/Micky-van-de-Ven,https://fbref.com/en/players/8fe2a392/scout/365_m1/Micky-van-de-Ven-Scouting-Report,https://fbref.com/en/players/8fe2a392/matchlogs/2022-2023/summary/Micky-van-de-Ven-Match-Logs,Defender
7,MF,20.0,27,Pape Matar Sarr,https://fbref.com/en/players/feb5d972/Pape-Matar-Sarr,https://fbref.com/en/players/feb5d972/scout/365_m1/Pape-Matar-Sarr-Scouting-Report,https://fbref.com/en/players/feb5d972/matchlogs/2022-2023/summary/Pape-Matar-Sarr-Match-Logs,Central Midfielders
8,MF,26.0,26,James Maddison,https://fbref.com/en/players/ee38d9c5/James-Maddison,https://fbref.com/en/players/ee38d9c5/scout/365_m1/James-Maddison-Scouting-Report,https://fbref.com/en/players/ee38d9c5/matchlogs/2022-2023/summary/James-Maddison-Match-Logs,Central Midfielders
9,MF,26.0,26,Yves Bissouma,https://fbref.com/en/players/6c203af0/Yves-Bissouma,https://fbref.com/en/players/6c203af0/scout/365_m1/Yves-Bissouma-Scouting-Report,https://fbref.com/en/players/6c203af0/matchlogs/2022-2023/summary/Yves-Bissouma-Match-Logs,Central Midfielders
10,FW,22.0,23,Brennan Johnson,https://fbref.com/en/players/0cd31129/Brennan-Johnson,https://fbref.com/en/players/0cd31129/scout/365_m1/Brennan-Johnson-Scouting-Report,https://fbref.com/en/players/0cd31129/matchlogs/2022-2023/summary/Brennan-Johnson-Match-Logs,Forwards
11,FW,26.0,18,Richarlison,https://fbref.com/en/players/fa031b34/Richarlison,https://fbref.com/en/players/fa031b34/scout/365_m1/Richarlison-Scouting-Report,https://fbref.com/en/players/fa031b34/matchlogs/2022-2023/summary/Richarlison-Match-Logs,Forwards
12,MF,26.0,13,Rodrigo Bentancur,https://fbref.com/en/players/3b8674e6/Rodrigo-Bentancur,https://fbref.com/en/players/3b8674e6/scout/365_m1/Rodrigo-Bentancur-Scouting-Report,https://fbref.com/en/players/3b8674e6/matchlogs/2022-2023/summary/Rodrigo-Bentancur-Match-Logs,Central Midfielders
13,DF,30.0,12,Ben Davies,https://fbref.com/en/players/44781702/Ben-Davies,https://fbref.com/en/players/44781702/scout/365_m1/Ben-Davies-Scouting-Report,https://fbref.com/en/players/44781702/matchlogs/2022-2023/summary/Ben-Davies-Match-Logs,Defender
14,DF,24.0,11,Emerson,https://fbref.com/en/players/df8b52a5/Emerson,https://fbref.com/en/players/df8b52a5/scout/365_m1/Emerson-Scouting-Report,https://fbref.com/en/players/df8b52a5/matchlogs/2022-2023/summary/Emerson-Match-Logs,Defender
15,FW,27.0,10,Timo Werner,https://fbref.com/en/players/49fe9070/Timo-Werner,https://fbref.com/en/players/49fe9070/scout/365_m1/Timo-Werner-Scouting-Report,https://fbref.com/en/players/49fe9070/matchlogs/2022-2023/summary/Timo-Werner-Match-Logs,Forwards
16,MF,27.0,8,Pierre Hojbjerg,https://fbref.com/en/players/8b04d6c1/Pierre-Hojbjerg,https://fbref.com/en/players/8b04d6c1/scout/365_m1/Pierre-Hojbjerg-Scouting-Report,https://fbref.com/en/players/8b04d6c1/matchlogs/2022-2023/summary/Pierre-Hojbjerg-Match-Logs,Central Midfielders
17,"MF,DF",22.0,5,Oliver Skipp,https://fbref.com/en/players/6250083a/Oliver-Skipp,https://fbref.com/en/players/6250083a/scout/365_m1/Oliver-Skipp-Scouting-Report,https://fbref.com/en/players/6250083a/matchlogs/2022-2023/summary/Oliver-Skipp-Match-Logs,Defensive-Midfielders
18,MF,27.0,4,Giovani Lo Celso,https://fbref.com/en/players/d7553721/Giovani-Lo-Celso,https://fbref.com/en/players/d7553721/scout/365_m1/Giovani-Lo-Celso-Scouting-Report,https://fbref.com/en/players/d7553721/matchlogs/2022-2023/summary/Giovani-Lo-Celso-Match-Logs,Central Midfielders
19,DF,21.0,4,Radu Dragusin,https://fbref.com/en/players/620922ed/Radu-Dragusin,https://fbref.com/en/players/620922ed/scout/365_m1/Radu-Dragusin-Scouting-Report,https://fbref.com/en/players/620922ed/matchlogs/2022-2023/summary/Radu-Dragusin-Match-Logs,Defender
20,"FW,MF",22.0,2,Bryan Gil,https://fbref.com/en/players/7b5ab7f2/Bryan-Gil,https://fbref.com/en/players/7b5ab7f2/scout/365_m1/Bryan-Gil-Scouting-Report,https://fbref.com/en/players/7b5ab7f2/matchlogs/2022-2023/summary/Bryan-Gil-Match-Logs,Attacking Midfielders
21,FW,24.0,2,Manor Solomon,https://fbref.com/en/players/886f9aac/Manor-Solomon,https://fbref.com/en/players/886f9aac/scout/365_m1/Manor-Solomon-Scouting-Report,https://fbref.com/en/players/886f9aac/matchlogs/2022-2023/summary/Manor-Solomon-Match-Logs,Forwards
22,DF,29.0,1,Eric Dier,https://fbref.com/en/players/ac861941/Eric-Dier,https://fbref.com/en/players/ac861941/scout/365_m1/Eric-Dier-Scouting-Report,https://fbref.com/en/players/ac861941/matchlogs/2022-2023/summary/Eric-Dier-Match-Logs,Defender
