,Pos,Age,Starts,Player,urls,scouting_url,match_logs,position_group
28,DF,22.17808219178082,0,Kyle Alex John,https://fbref.com/en/players/c9093a1a/Kyle-Alex-John,https://fbref.com/en/players/c9093a1a/scout/365_m1/Kyle-Alex-John-Scouting-Report,https://fbref.com/en/players/c9093a1a/matchlogs/2022-2023/summary/Kyle-Alex-John-Match-Logs,Defender
29,"DF,MF",32.276712328767125,0,Allan,https://fbref.com/en/players/cc700722/Allan,https://fbref.com/en/players/cc700722/scout/365_m1/Allan-Scouting-Report,https://fbref.com/en/players/cc700722/matchlogs/2022-2023/summary/Allan-Match-Logs,Defender
30,"DF,MF",27.564383561643837,0,Jean Philippe Gbamin,https://fbref.com/en/players/6bd603db/Jean-Philippe-Gbamin,https://fbref.com/en/players/6bd603db/scout/365_m1/Jean-Philippe-Gbamin-Scouting-Report,https://fbref.com/en/players/6bd603db/matchlogs/2022-2023/summary/Jean-Philippe-Gbamin-Match-Logs,Defender
31,MF,29.720547945205478,0,Andre Gomes,https://fbref.com/en/players/1961b2aa/Andre-Gomes,https://fbref.com/en/players/1961b2aa/scout/365_m1/Andre-Gomes-Scouting-Report,https://fbref.com/en/players/1961b2aa/matchlogs/2022-2023/summary/Andre-Gomes-Match-Logs,Central Midfielders
32,GK,38.54520547945206,0,Eldin Jakupovic,https://fbref.com/en/players/1148323a/Eldin-Jakupovic,https://fbref.com/en/players/1148323a/scout/365_m1/Eldin-Jakupovic-Scouting-Report,https://fbref.com/en/players/1148323a/matchlogs/2022-2023/summary/Eldin-Jakupovic-Match-Logs,GK
33,MF,19.482191780821918,0,Stanley Mills,https://fbref.com/en/players/c0a454d5/Stanley-Mills,https://fbref.com/en/players/c0a454d5/scout/365_m1/Stanley-Mills-Scouting-Report,https://fbref.com/en/players/c0a454d5/matchlogs/2022-2023/summary/Stanley-Mills-Match-Logs,Central Midfielders
34,DF,16.87123287671233,0,Ishe Samuels Smith,https://fbref.com/en/players/da95fde0/Ishe-Samuels-Smith,https://fbref.com/en/players/da95fde0/scout/365_m1/Ishe-Samuels-Smith-Scouting-Report,https://fbref.com/en/players/da95fde0/matchlogs/2022-2023/summary/Ishe-Samuels-Smith-Match-Logs,Defender
35,MF,20.523287671232875,0,Lewis Warrington,https://fbref.com/en/players/8e633970/Lewis-Warrington,https://fbref.com/en/players/8e633970/scout/365_m1/Lewis-Warrington-Scouting-Report,https://fbref.com/en/players/8e633970/matchlogs/2022-2023/summary/Lewis-Warrington-Match-Logs,Central Midfielders
36,DF,19.58082191780822,0,Reece Welch,https://fbref.com/en/players/a182122b/Reece-Welch,https://fbref.com/en/players/a182122b/scout/365_m1/Reece-Welch-Scouting-Report,https://fbref.com/en/players/a182122b/matchlogs/2022-2023/summary/Reece-Welch-Match-Logs,Defender
0,GK,32.44931506849315,30,David de Gea,https://fbref.com/en/players/7ba6d84e/David-de-Gea,https://fbref.com/en/players/7ba6d84e/scout/365_m1/David-de-Gea-Scouting-Report,https://fbref.com/en/players/7ba6d84e/matchlogs/2022-2023/summary/David-de-Gea-Match-Logs,GK
1,"MF,FW",28.613698630136987,29,Bruno Fernandes,https://fbref.com/en/players/507c7bdf/Bruno-Fernandes,https://fbref.com/en/players/507c7bdf/scout/365_m1/Bruno-Fernandes-Scouting-Report,https://fbref.com/en/players/507c7bdf/matchlogs/2022-2023/summary/Bruno-Fernandes-Match-Logs,Attacking Midfielders
2,FW,25.46849315068493,27,Marcus Rashford,https://fbref.com/en/players/a1d5bd30/Marcus-Rashford,https://fbref.com/en/players/a1d5bd30/scout/365_m1/Marcus-Rashford-Scouting-Report,https://fbref.com/en/players/a1d5bd30/matchlogs/2022-2023/summary/Marcus-Rashford-Match-Logs,Forwards
3,DF,25.252054794520546,24,Lisandro Martinez,https://fbref.com/en/players/bac46a10/Lisandro-Martinez,https://fbref.com/en/players/bac46a10/scout/365_m1/Lisandro-Martinez-Scouting-Report,https://fbref.com/en/players/bac46a10/matchlogs/2022-2023/summary/Lisandro-Martinez-Match-Logs,Defender
4,DF,27.77260273972603,23,Luke Shaw,https://fbref.com/en/players/9c94165b/Luke-Shaw,https://fbref.com/en/players/9c94165b/scout/365_m1/Luke-Shaw-Scouting-Report,https://fbref.com/en/players/9c94165b/matchlogs/2022-2023/summary/Luke-Shaw-Match-Logs,Defender
5,DF,24.09041095890411,20,Diogo Dalot,https://fbref.com/en/players/d9565625/Diogo-Dalot,https://fbref.com/en/players/d9565625/scout/365_m1/Diogo-Dalot-Scouting-Report,https://fbref.com/en/players/d9565625/matchlogs/2022-2023/summary/Diogo-Dalot-Match-Logs,Defender
6,DF,29.986301369863014,19,Raphael Varane,https://fbref.com/en/players/9f8e9423/Raphael-Varane,https://fbref.com/en/players/9f8e9423/scout/365_m1/Raphael-Varane-Scouting-Report,https://fbref.com/en/players/9f8e9423/matchlogs/2022-2023/summary/Raphael-Varane-Match-Logs,Defender
7,MF,31.17808219178082,19,Christian Eriksen,https://fbref.com/en/players/980522ec/Christian-Eriksen,https://fbref.com/en/players/980522ec/scout/365_m1/Christian-Eriksen-Scouting-Report,https://fbref.com/en/players/980522ec/matchlogs/2022-2023/summary/Christian-Eriksen-Match-Logs,Central Midfielders
8,FW,23.15068493150685,17,Antony,https://fbref.com/en/players/99127249/Antony,https://fbref.com/en/players/99127249/scout/365_m1/Antony-Scouting-Report,https://fbref.com/en/players/99127249/matchlogs/2022-2023/summary/Antony-Match-Logs,Forwards
9,MF,31.153424657534245,16,Casemiro,https://fbref.com/en/players/4d224fe8/Casemiro,https://fbref.com/en/players/4d224fe8/scout/365_m1/Casemiro-Scouting-Report,https://fbref.com/en/players/4d224fe8/matchlogs/2022-2023/summary/Casemiro-Match-Logs,Central Midfielders
10,"FW,MF",23.07123287671233,15,Jadon Sancho,https://fbref.com/en/players/dbf053da/Jadon-Sancho,https://fbref.com/en/players/dbf053da/scout/365_m1/Jadon-Sancho-Scouting-Report,https://fbref.com/en/players/dbf053da/matchlogs/2022-2023/summary/Jadon-Sancho-Match-Logs,Attacking Midfielders
11,DF,23.673972602739727,11,Tyrell Malacia,https://fbref.com/en/players/6b6c793c/Tyrell-Malacia,https://fbref.com/en/players/6b6c793c/scout/365_m1/Tyrell-Malacia-Scouting-Report,https://fbref.com/en/players/6b6c793c/matchlogs/2022-2023/summary/Tyrell-Malacia-Match-Logs,Defender
12,MF,26.364383561643837,10,Scott McTominay,https://fbref.com/en/players/d93c2511/Scott-McTominay,https://fbref.com/en/players/d93c2511/scout/365_m1/Scott-McTominay-Scouting-Report,https://fbref.com/en/players/d93c2511/matchlogs/2022-2023/summary/Scott-McTominay-Match-Logs,Central Midfielders
13,MF,30.126027397260273,10,Fred,https://fbref.com/en/players/b853e0ad/Fred,https://fbref.com/en/players/b853e0ad/scout/365_m1/Fred-Scouting-Report,https://fbref.com/en/players/b853e0ad/matchlogs/2022-2023/summary/Fred-Match-Logs,Central Midfielders
14,DF,25.397260273972602,10,Aaron Wan Bissaka,https://fbref.com/en/players/9e525177/Aaron-Wan-Bissaka,https://fbref.com/en/players/9e525177/scout/365_m1/Aaron-Wan-Bissaka-Scouting-Report,https://fbref.com/en/players/9e525177/matchlogs/2022-2023/summary/Aaron-Wan-Bissaka-Match-Logs,Defender
15,"FW,MF",30.7013698630137,9,Wout Weghorst,https://fbref.com/en/players/c4e87b8b/Wout-Weghorst,https://fbref.com/en/players/c4e87b8b/scout/365_m1/Wout-Weghorst-Scouting-Report,https://fbref.com/en/players/c4e87b8b/matchlogs/2022-2023/summary/Wout-Weghorst-Match-Logs,Attacking Midfielders
16,DF,30.126027397260273,7,Harry Maguire,https://fbref.com/en/players/d8931174/Harry-Maguire,https://fbref.com/en/players/d8931174/scout/365_m1/Harry-Maguire-Scouting-Report,https://fbref.com/en/players/d8931174/matchlogs/2022-2023/summary/Harry-Maguire-Match-Logs,Defender
17,FW,27.372602739726027,7,Anthony Martial,https://fbref.com/en/players/8b788c01/Anthony-Martial,https://fbref.com/en/players/8b788c01/scout/365_m1/Anthony-Martial-Scouting-Report,https://fbref.com/en/players/8b788c01/matchlogs/2022-2023/summary/Anthony-Martial-Match-Logs,Forwards
18,DF,28.75890410958904,6,Victor Lindelof,https://fbref.com/en/players/f5deef4c/Victor-Lindelof,https://fbref.com/en/players/f5deef4c/scout/365_m1/Victor-Lindelof-Scouting-Report,https://fbref.com/en/players/f5deef4c/matchlogs/2022-2023/summary/Victor-Lindelof-Match-Logs,Defender
19,MF,29.09315068493151,6,Marcel Sabitzer,https://fbref.com/en/players/e280527c/Marcel-Sabitzer,https://fbref.com/en/players/e280527c/scout/365_m1/Marcel-Sabitzer-Scouting-Report,https://fbref.com/en/players/e280527c/matchlogs/2022-2023/summary/Marcel-Sabitzer-Match-Logs,Central Midfielders
20,FW,20.980821917808218,5,Anthony Elanga,https://fbref.com/en/players/2fba6108/Anthony-Elanga,https://fbref.com/en/players/2fba6108/scout/365_m1/Anthony-Elanga-Scouting-Report,https://fbref.com/en/players/2fba6108/matchlogs/2022-2023/summary/Anthony-Elanga-Match-Logs,Forwards
21,FW,38.202739726027396,4,Cristiano Ronaldo,https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo,https://fbref.com/en/players/dea698d9/scout/365_m1/Cristiano-Ronaldo-Scouting-Report,https://fbref.com/en/players/dea698d9/matchlogs/2022-2023/summary/Cristiano-Ronaldo-Match-Logs,Forwards
22,"FW,MF",18.802739726027397,4,Alejandro Garnacho,https://fbref.com/en/players/7aa8adfe/Alejandro-Garnacho,https://fbref.com/en/players/7aa8adfe/scout/365_m1/Alejandro-Garnacho-Scouting-Report,https://fbref.com/en/players/7aa8adfe/matchlogs/2022-2023/summary/Alejandro-Garnacho-Match-Logs,Attacking Midfielders
23,MF,26.005479452054793,2,Donny van de Beek,https://fbref.com/en/players/50dc94ce/Donny-van-de-Beek,https://fbref.com/en/players/50dc94ce/scout/365_m1/Donny-van-de-Beek-Scouting-Report,https://fbref.com/en/players/50dc94ce/matchlogs/2022-2023/summary/Donny-van-de-Beek-Match-Logs,Central Midfielders
24,"FW,MF",21.33150684931507,0,Facundo Pellistri,https://fbref.com/en/players/ac7e7b1c/Facundo-Pellistri,https://fbref.com/en/players/ac7e7b1c/scout/365_m1/Facundo-Pellistri-Scouting-Report,https://fbref.com/en/players/ac7e7b1c/matchlogs/2022-2023/summary/Facundo-Pellistri-Match-Logs,Attacking Midfielders
25,MF,18.002739726027396,0,Kobbie Mainoo,https://fbref.com/en/players/c6220452/Kobbie-Mainoo,https://fbref.com/en/players/c6220452/scout/365_m1/Kobbie-Mainoo-Scouting-Report,https://fbref.com/en/players/c6220452/matchlogs/2022-2023/summary/Kobbie-Mainoo-Match-Logs,Central Midfielders
26,DF,19.471232876712328,0,Rhys Bennett,https://fbref.com/en/players/e4588897/Rhys-Bennett,https://fbref.com/en/players/e4588897/scout/365_m1/Rhys-Bennett-Scouting-Report,https://fbref.com/en/players/e4588897/matchlogs/2022-2023/summary/Rhys-Bennett-Match-Logs,Defender
27,GK,23.512328767123286,0,Nathan Bishop,https://fbref.com/en/players/bf713136/Nathan-Bishop,https://fbref.com/en/players/bf713136/scout/365_m1/Nathan-Bishop-Scouting-Report,https://fbref.com/en/players/bf713136/matchlogs/2022-2023/summary/Nathan-Bishop-Match-Logs,GK
28,GK,30.112328767123287,0,Jack Butland,https://fbref.com/en/players/cc70a1d5/Jack-Butland,https://fbref.com/en/players/cc70a1d5/scout/365_m1/Jack-Butland-Scouting-Report,https://fbref.com/en/players/cc70a1d5/matchlogs/2022-2023/summary/Jack-Butland-Match-Logs,GK
29,GK,34.26027397260274,0,Martin Dubravka,https://fbref.com/en/players/3a949a25/Martin-Dubravka,https://fbref.com/en/players/3a949a25/scout/365_m1/Martin-Dubravka-Scouting-Report,https://fbref.com/en/players/3a949a25/matchlogs/2022-2023/summary/Martin-Dubravka-Match-Logs,GK
30,MF,22.104109589041094,0,James Garner,https://fbref.com/en/players/4e015693/James-Garner,https://fbref.com/en/players/4e015693/scout/365_m1/James-Garner-Scouting-Report,https://fbref.com/en/players/4e015693/matchlogs/2022-2023/summary/James-Garner-Match-Logs,Central Midfielders
31,GK,37.013698630136986,0,Tom Heaton,https://fbref.com/en/players/a6de6361/Tom-Heaton,https://fbref.com/en/players/a6de6361/scout/365_m1/Tom-Heaton-Scouting-Report,https://fbref.com/en/players/a6de6361/matchlogs/2022-2023/summary/Tom-Heaton-Match-Logs,GK
32,MF,19.980821917808218,0,Zidane Iqbal,https://fbref.com/en/players/6fa3c28e/Zidane-Iqbal,https://fbref.com/en/players/6fa3c28e/scout/365_m1/Zidane-Iqbal-Scouting-Report,https://fbref.com/en/players/6fa3c28e/matchlogs/2022-2023/summary/Zidane-Iqbal-Match-Logs,Central Midfielders
33,DF,19.019178082191782,0,Marc Jurado,https://fbref.com/en/players/c1d75f69/Marc-Jurado,https://fbref.com/en/players/c1d75f69/scout/365_m1/Marc-Jurado-Scouting-Report,https://fbref.com/en/players/c1d75f69/matchlogs/2022-2023/summary/Marc-Jurado-Match-Logs,Defender
34,GK,22.926027397260274,0,Matej Kovar,https://fbref.com/en/players/bc67a0e1/Matej-Kovar,https://fbref.com/en/players/bc67a0e1/scout/365_m1/Matej-Kovar-Scouting-Report,https://fbref.com/en/players/bc67a0e1/matchlogs/2022-2023/summary/Matej-Kovar-Match-Logs,GK
35,MF,19.21095890410959,0,Shola Shoretire,https://fbref.com/en/players/00f0482f/Shola-Shoretire,https://fbref.com/en/players/00f0482f/scout/365_m1/Shola-Shoretire-Scouting-Report,https://fbref.com/en/players/00f0482f/matchlogs/2022-2023/summary/Shola-Shoretire-Match-Logs,Central Midfielders
36,DF,22.627397260273973,0,Brandon Williams,https://fbref.com/en/players/5e74d6c8/Brandon-Williams,https://fbref.com/en/players/5e74d6c8/scout/365_m1/Brandon-Williams-Scouting-Report,https://fbref.com/en/players/5e74d6c8/matchlogs/2022-2023/summary/Brandon-Williams-Match-Logs,Defender
0,GK,23.13150684931507,31,Illan Meslier,https://fbref.com/en/players/6b625ac2/Illan-Meslier,https://fbref.com/en/players/6b625ac2/scout/365_m1/Illan-Meslier-Scouting-Report,https://fbref.com/en/players/6b625ac2/matchlogs/2022-2023/summary/Illan-Meslier-Match-Logs,GK
1,DF,26.756164383561643,30,Robin Koch,https://fbref.com/en/players/ea6bc03a/Robin-Koch,https://fbref.com/en/players/ea6bc03a/scout/365_m1/Robin-Koch-Scouting-Report,https://fbref.com/en/players/ea6bc03a/matchlogs/2022-2023/summary/Robin-Koch-Match-Logs,Defender
2,"MF,FW",22.49041095890411,27,Brenden Aaronson,https://fbref.com/en/players/5bc43860/Brenden-Aaronson,https://fbref.com/en/players/5bc43860/scout/365_m1/Brenden-Aaronson-Scouting-Report,https://fbref.com/en/players/5bc43860/matchlogs/2022-2023/summary/Brenden-Aaronson-Match-Logs,Attacking Midfielders
3,"FW,MF",26.410958904109588,27,Jack Harrison,https://fbref.com/en/players/aa849a12/Jack-Harrison,https://fbref.com/en/players/aa849a12/scout/365_m1/Jack-Harrison-Scouting-Report,https://fbref.com/en/players/aa849a12/matchlogs/2022-2023/summary/Jack-Harrison-Match-Logs,Attacking Midfielders
4,MF,26.394520547945206,25,Marc Roca,https://fbref.com/en/players/da27e268/Marc-Roca,https://fbref.com/en/players/da27e268/scout/365_m1/Marc-Roca-Scouting-Report,https://fbref.com/en/players/da27e268/matchlogs/2022-2023/summary/Marc-Roca-Match-Logs,Central Midfielders
5,MF,24.175342465753424,24,Tyler Adams,https://fbref.com/en/players/2b09d998/Tyler-Adams,https://fbref.com/en/players/2b09d998/scout/365_m1/Tyler-Adams-Scouting-Report,https://fbref.com/en/players/2b09d998/matchlogs/2022-2023/summary/Tyler-Adams-Match-Logs,Central Midfielders
6,DF,23.687671232876713,24,Pascal Struijk,https://fbref.com/en/players/f4d296e4/Pascal-Struijk,https://fbref.com/en/players/f4d296e4/scout/365_m1/Pascal-Struijk-Scouting-Report,https://fbref.com/en/players/f4d296e4/matchlogs/2022-2023/summary/Pascal-Struijk-Match-Logs,Defender
7,"FW,MF",32.12054794520548,18,Rodrigo,https://fbref.com/en/players/1fb1c435/Rodrigo,https://fbref.com/en/players/1fb1c435/scout/365_m1/Rodrigo-Scouting-Report,https://fbref.com/en/players/1fb1c435/matchlogs/2022-2023/summary/Rodrigo-Match-Logs,Attacking Midfielders
8,DF,31.649315068493152,16,Luke Ayling,https://fbref.com/en/players/420d7c7d/Luke-Ayling,https://fbref.com/en/players/420d7c7d/scout/365_m1/Luke-Ayling-Scouting-Report,https://fbref.com/en/players/420d7c7d/matchlogs/2022-2023/summary/Luke-Ayling-Match-Logs,Defender
9,DF,25.77260273972603,15,Rasmus Nissen,https://fbref.com/en/players/39769cff/Rasmus-Nissen,https://fbref.com/en/players/39769cff/scout/365_m1/Rasmus-Nissen-Scouting-Report,https://fbref.com/en/players/39769cff/matchlogs/2022-2023/summary/Rasmus-Nissen-Match-Logs,Defender
10,FW,29.61917808219178,13,Patrick Bamford,https://fbref.com/en/players/93feac6e/Patrick-Bamford,https://fbref.com/en/players/93feac6e/scout/365_m1/Patrick-Bamford-Scouting-Report,https://fbref.com/en/players/93feac6e/matchlogs/2022-2023/summary/Patrick-Bamford-Match-Logs,Forwards
11,DF,31.635616438356166,12,Liam Cooper,https://fbref.com/en/players/dc64b8b3/Liam-Cooper,https://fbref.com/en/players/dc64b8b3/scout/365_m1/Liam-Cooper-Scouting-Report,https://fbref.com/en/players/dc64b8b3/matchlogs/2022-2023/summary/Liam-Cooper-Match-Logs,Defender
12,"FW,MF",19.45205479452055,12,Degnand Gnonto,https://fbref.com/en/players/75fdd638/Degnand-Gnonto,https://fbref.com/en/players/75fdd638/scout/365_m1/Degnand-Gnonto-Scouting-Report,https://fbref.com/en/players/75fdd638/matchlogs/2022-2023/summary/Degnand-Gnonto-Match-Logs,Attacking Midfielders
13,FW,23.838356164383562,12,Luis Sinisterra,https://fbref.com/en/players/8e16dd48/Luis-Sinisterra,https://fbref.com/en/players/8e16dd48/scout/365_m1/Luis-Sinisterra-Scouting-Report,https://fbref.com/en/players/8e16dd48/matchlogs/2022-2023/summary/Luis-Sinisterra-Match-Logs,Forwards
14,DF,26.65753424657534,11,Junior Firpo,https://fbref.com/en/players/24f59bb2/Junior-Firpo,https://fbref.com/en/players/24f59bb2/scout/365_m1/Junior-Firpo-Scouting-Report,https://fbref.com/en/players/24f59bb2/matchlogs/2022-2023/summary/Junior-Firpo-Match-Logs,Defender
15,FW,21.46849315068493,10,Crysencio Summerville,https://fbref.com/en/players/df04eb4b/Crysencio-Summerville,https://fbref.com/en/players/df04eb4b/scout/365_m1/Crysencio-Summerville-Scouting-Report,https://fbref.com/en/players/df04eb4b/matchlogs/2022-2023/summary/Crysencio-Summerville-Match-Logs,Forwards
16,MF,24.64109589041096,9,Weston McKennie,https://fbref.com/en/players/01c3aff5/Weston-McKennie,https://fbref.com/en/players/01c3aff5/scout/365_m1/Weston-McKennie-Scouting-Report,https://fbref.com/en/players/01c3aff5/matchlogs/2022-2023/summary/Weston-McKennie-Match-Logs,Central Midfielders
17,DF,25.202739726027396,9,Maximilian Wober,https://fbref.com/en/players/4b803b3c/Maximilian-Wober,https://fbref.com/en/players/4b803b3c/scout/365_m1/Maximilian-Wober-Scouting-Report,https://fbref.com/en/players/4b803b3c/matchlogs/2022-2023/summary/Maximilian-Wober-Match-Logs,Defender
18,DF,29.673972602739727,7,Diego Llorente,https://fbref.com/en/players/bba30585/Diego-Llorente,https://fbref.com/en/players/bba30585/scout/365_m1/Diego-Llorente-Scouting-Report,https://fbref.com/en/players/bba30585/matchlogs/2022-2023/summary/Diego-Llorente-Match-Logs,Defender
19,"MF,FW",21.22739726027397,2,Sam Greenwood,https://fbref.com/en/players/f3354c07/Sam-Greenwood,https://fbref.com/en/players/f3354c07/scout/365_m1/Sam-Greenwood-Scouting-Report,https://fbref.com/en/players/f3354c07/matchlogs/2022-2023/summary/Sam-Greenwood-Match-Logs,Attacking Midfielders
20,FW,25.438356164383563,2,Daniel James,https://fbref.com/en/players/c931d9f9/Daniel-James,https://fbref.com/en/players/c931d9f9/scout/365_m1/Daniel-James-Scouting-Report,https://fbref.com/en/players/c931d9f9/matchlogs/2022-2023/summary/Daniel-James-Match-Logs,Forwards
21,MF,31.528767123287672,2,Adam Forshaw,https://fbref.com/en/players/9f1938ab/Adam-Forshaw,https://fbref.com/en/players/9f1938ab/scout/365_m1/Adam-Forshaw-Scouting-Report,https://fbref.com/en/players/9f1938ab/matchlogs/2022-2023/summary/Adam-Forshaw-Match-Logs,Central Midfielders
22,"FW,MF",20.997260273972604,1,Georginio Rutter,https://fbref.com/en/players/c64c01fc/Georginio-Rutter,https://fbref.com/en/players/c64c01fc/scout/365_m1/Georginio-Rutter-Scouting-Report,https://fbref.com/en/players/c64c01fc/matchlogs/2022-2023/summary/Georginio-Rutter-Match-Logs,Attacking Midfielders
23,FW,20.958904109589042,1,Joe Gelhardt,https://fbref.com/en/players/01962d0d/Joe-Gelhardt,https://fbref.com/en/players/01962d0d/scout/365_m1/Joe-Gelhardt-Scouting-Report,https://fbref.com/en/players/01962d0d/matchlogs/2022-2023/summary/Joe-Gelhardt-Match-Logs,Forwards
24,DF,21.361643835616437,1,Cody Drameh,https://fbref.com/en/players/e0d1510a/Cody-Drameh,https://fbref.com/en/players/e0d1510a/scout/365_m1/Cody-Drameh-Scouting-Report,https://fbref.com/en/players/e0d1510a/matchlogs/2022-2023/summary/Cody-Drameh-Match-Logs,Defender
25,"MF,FW",32.84931506849315,0,Mateusz Klich,https://fbref.com/en/players/282679b4/Mateusz-Klich,https://fbref.com/en/players/282679b4/scout/365_m1/Mateusz-Klich-Scouting-Report,https://fbref.com/en/players/282679b4/matchlogs/2022-2023/summary/Mateusz-Klich-Match-Logs,Attacking Midfielders
26,"FW,MF",19.4986301369863,0,Mateo Joseph,https://fbref.com/en/players/6ad43f9a/Mateo-Joseph,https://fbref.com/en/players/6ad43f9a/scout/365_m1/Mateo-Joseph-Scouting-Report,https://fbref.com/en/players/6ad43f9a/matchlogs/2022-2023/summary/Mateo-Joseph-Match-Logs,Attacking Midfielders
27,FW,19.164383561643834,0,Darko Gyabi,https://fbref.com/en/players/56d838f7/Darko-Gyabi,https://fbref.com/en/players/56d838f7/scout/365_m1/Darko-Gyabi-Scouting-Report,https://fbref.com/en/players/56d838f7/matchlogs/2022-2023/summary/Darko-Gyabi-Match-Logs,Forwards
28,DF,18.838356164383562,0,Jeremiah Chilokoa Mullen,https://fbref.com/en/players/3b57a494/Jeremiah-Chilokoa-Mullen,https://fbref.com/en/players/3b57a494/scout/365_m1/Jeremiah-Chilokoa-Mullen-Scouting-Report,https://fbref.com/en/players/3b57a494/matchlogs/2022-2023/summary/Jeremiah-Chilokoa-Mullen-Match-Logs,Defender
29,DF,19.646575342465752,0,Leo Fuhr Hjelde,https://fbref.com/en/players/d102b8a2/Leo-Fuhr-Hjelde,https://fbref.com/en/players/d102b8a2/scout/365_m1/Leo-Fuhr-Hjelde-Scouting-Report,https://fbref.com/en/players/d102b8a2/matchlogs/2022-2023/summary/Leo-Fuhr-Hjelde-Match-Logs,Defender
30,MF,17.104109589041094,0,Archie Gray,https://fbref.com/en/players/f58515f5/Archie-Gray,https://fbref.com/en/players/f58515f5/scout/365_m1/Archie-Gray-Scouting-Report,https://fbref.com/en/players/f58515f5/matchlogs/2022-2023/summary/Archie-Gray-Match-Logs,Central Midfielders
31,GK,22.39178082191781,0,Kristoffer Klaesson,https://fbref.com/en/players/3f70db80/Kristoffer-Klaesson,https://fbref.com/en/players/3f70db80/scout/365_m1/Kristoffer-Klaesson-Scouting-Report,https://fbref.com/en/players/3f70db80/matchlogs/2022-2023/summary/Kristoffer-Klaesson-Match-Logs,GK
32,DF,18.221917808219178,0,Diogo Monteiro,https://fbref.com/en/players/17850779/Diogo-Monteiro,https://fbref.com/en/players/17850779/scout/365_m1/Diogo-Monteiro-Scouting-Report,https://fbref.com/en/players/17850779/matchlogs/2022-2023/summary/Diogo-Monteiro-Match-Logs,Defender
33,FW,19.186301369863013,0,Sonny Perkins,https://fbref.com/en/players/87f12e30/Sonny-Perkins,https://fbref.com/en/players/87f12e30/scout/365_m1/Sonny-Perkins-Scouting-Report,https://fbref.com/en/players/87f12e30/matchlogs/2022-2023/summary/Sonny-Perkins-Match-Logs,Forwards
34,GK,32.83835616438356,0,Joel Robles,https://fbref.com/en/players/cda0b317/Joel-Robles,https://fbref.com/en/players/cda0b317/scout/365_m1/Joel-Robles-Scouting-Report,https://fbref.com/en/players/cda0b317/matchlogs/2022-2023/summary/Joel-Robles-Match-Logs,GK
0,MF,28.482191780821918,30,Jefferson Lerma,https://fbref.com/en/players/9b5ce51a/Jefferson-Lerma,https://fbref.com/en/players/9b5ce51a/scout/365_m1/Jefferson-Lerma-Scouting-Report,https://fbref.com/en/players/9b5ce51a/matchlogs/2022-2023/summary/Jefferson-Lerma-Match-Logs,Central Midfielders
1,DF,31.972602739726028,29,Adam Smith,https://fbref.com/en/players/20b104bc/Adam-Smith,https://fbref.com/en/players/20b104bc/scout/365_m1/Adam-Smith-Scouting-Report,https://fbref.com/en/players/20b104bc/matchlogs/2022-2023/summary/Adam-Smith-Match-Logs,Defender
2,"MF,FW",26.854794520547944,28,Philip Billing,https://fbref.com/en/players/d328a254/Philip-Billing,https://fbref.com/en/players/d328a254/scout/365_m1/Philip-Billing-Scouting-Report,https://fbref.com/en/players/d328a254/matchlogs/2022-2023/summary/Philip-Billing-Match-Logs,Attacking Midfielders
3,FW,25.594520547945205,25,Dominic Solanke,https://fbref.com/en/players/e77dc3b2/Dominic-Solanke,https://fbref.com/en/players/e77dc3b2/scout/365_m1/Dominic-Solanke-Scouting-Report,https://fbref.com/en/players/e77dc3b2/matchlogs/2022-2023/summary/Dominic-Solanke-Match-Logs,Forwards
4,DF,25.942465753424656,24,Marcos Senesi,https://fbref.com/en/players/35141f4c/Marcos-Senesi,https://fbref.com/en/players/35141f4c/scout/365_m1/Marcos-Senesi-Scouting-Report,https://fbref.com/en/players/35141f4c/matchlogs/2022-2023/summary/Marcos-Senesi-Match-Logs,Defender
5,DF,25.45205479452055,21,Chris Mepham,https://fbref.com/en/players/fed96827/Chris-Mepham,https://fbref.com/en/players/fed96827/scout/365_m1/Chris-Mepham-Scouting-Report,https://fbref.com/en/players/fed96827/matchlogs/2022-2023/summary/Chris-Mepham-Match-Logs,Defender
6,GK,33.75068493150685,21,Neto,https://fbref.com/en/players/a9dc785c/Neto,https://fbref.com/en/players/a9dc785c/scout/365_m1/Neto-Scouting-Report,https://fbref.com/en/players/a9dc785c/matchlogs/2022-2023/summary/Neto-Match-Logs,GK
7,"MF,FW",24.076712328767123,17,Marcus Tavernier,https://fbref.com/en/players/5c0da4a4/Marcus-Tavernier,https://fbref.com/en/players/5c0da4a4/scout/365_m1/Marcus-Tavernier-Scouting-Report,https://fbref.com/en/players/5c0da4a4/matchlogs/2022-2023/summary/Marcus-Tavernier-Match-Logs,Attacking Midfielders
8,MF,26.205479452054796,17,Lewis Cook,https://fbref.com/en/players/2afc7272/Lewis-Cook,https://fbref.com/en/players/2afc7272/scout/365_m1/Lewis-Cook-Scouting-Report,https://fbref.com/en/players/2afc7272/matchlogs/2022-2023/summary/Lewis-Cook-Match-Logs,Central Midfielders
9,DF,23.427397260273974,17,Jordan Zemura,https://fbref.com/en/players/e8271ad9/Jordan-Zemura,https://fbref.com/en/players/e8271ad9/scout/365_m1/Jordan-Zemura-Scouting-Report,https://fbref.com/en/players/e8271ad9/matchlogs/2022-2023/summary/Jordan-Zemura-Match-Logs,Defender
